Sample,PR,Multi_funcion_nokegg_noVB12,Pesticide_usage,Nitrogen_Fertilizer_Application,Phosphorus_Fertilizer_Application,Agriculture_Expansion,Agriculture_forestry_and_fishing_value_added,Terrestrial_and_marine_protected_areas,Crop_Harvested,Urban_Expansion,CO2_emissions__metric_tons_per_capita_,Energy_use__kg_of_oil_equivalent_per_capita_,GDP,GNI_PPP__current_international,Industry__including_construction,Population_density,TS_9,TP_9,TK_9,TC_9,PHH2O_9,OC_9,ECE_9,CEC_9,CACO3_9,TN_9,BD_9,Annual_Mean_Temperature,Annual_Precipitation,Mean_Diurnal_Range
SRR11734693,0,0.949194911,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734694,0,0.950173353,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734695,0,0.962723518,0.669334708,0.418616723,0.370038845,0,0.326955835,0.341824514,0.23682159,0.101010101,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.217341089,0.136378451,0.261166551,0.070822241,0.418832834,0.023622011,0.01005881,0.047350651,0.135837353,0.049374116,0.534567198,0.829796309,0.409385921,0.110817987
SRR11734696,0,0.961758141,0.669334708,0.418616723,0.370038845,0,0.326955835,0.341824514,0.23682159,0.101010101,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.217341089,0.136378451,0.261166551,0.070822241,0.418832834,0.023622011,0.01005881,0.047350651,0.135837353,0.049374116,0.534567198,0.829796309,0.409385921,0.110817987
SRR11734697,0,0.961998979,0.669334708,0.418616723,0.370038845,0,0.326955835,0.341824514,0.23682159,0.101010101,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.217341089,0.136378451,0.261166551,0.070822241,0.418832834,0.023622011,0.01005881,0.047350651,0.135837353,0.049374116,0.534567198,0.829796309,0.409385921,0.110817987
SRR11734698,0,0.97769374,0.669334708,0.418616723,0.370038845,0,0.326955835,0.341824514,0.23682159,0.101010101,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.217341089,0.136378451,0.261166551,0.070822241,0.418832834,0.023622011,0.01005881,0.047350651,0.135837353,0.049374116,0.534567198,0.829796309,0.409385921,0.110817987
SRR11734699,0,0.977387344,0.669334708,0.418616723,0.370038845,0,0.326955835,0.341824514,0.23682159,0.101010101,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.217341089,0.136378451,0.261166551,0.070822241,0.418832834,0.023622011,0.01005881,0.047350651,0.135837353,0.049374116,0.534567198,0.829796309,0.409385921,0.110817987
SRR11734700,0,0.977065331,0.669334708,0.418616723,0.370038845,0,0.326955835,0.341824514,0.23682159,0.101010101,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.217341089,0.136378451,0.261166551,0.070822241,0.418832834,0.023622011,0.01005881,0.047350651,0.135837353,0.049374116,0.534567198,0.829796309,0.409385921,0.110817987
SRR11734701,0,0.977116065,0.669334708,0.418616723,0.370038845,0,0.326955835,0.341824514,0.23682159,0.101010101,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.217341089,0.136378451,0.261166551,0.070822241,0.418832834,0.023622011,0.01005881,0.047350651,0.135837353,0.049374116,0.534567198,0.829796309,0.409385921,0.110817987
SRR11734702,0,0.960460156,0.669334708,0.43117397,0.38090029,0.330303493,0.326955835,0.341824514,0.015303575,0.97979798,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.223671082,0.156562199,0.359695288,0.071554265,0.503308192,0.037034683,0.021134416,0.074039899,0.002983532,0.088506855,0.67349215,0.836471639,0.458811782,0.104818015
SRR11734703,0,0.994220099,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734704,0,0.993950091,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734705,0,0.992728318,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734706,0,0.992894956,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734707,0,0.997660803,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734708,0,0.996630666,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734709,0,0.996916952,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734710,0,0.996458384,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734711,0,0.987589459,0.669334708,0.418616723,0.370038845,0,0.326955835,0.341824514,0.23682159,0.101010101,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.217341089,0.136378451,0.261166551,0.070822241,0.418832834,0.023622011,0.01005881,0.047350651,0.135837353,0.049374116,0.534567198,0.829796309,0.409385921,0.110817987
SRR11734713,0,0.960566465,0.669334708,0.43117397,0.38090029,0.330303493,0.326955835,0.341824514,0.015303575,0.97979798,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.223671082,0.156562199,0.359695288,0.071554265,0.503308192,0.037034683,0.021134416,0.074039899,0.002983532,0.088506855,0.67349215,0.836471639,0.458811782,0.104818015
SRR11734714,0,0.98754154,0.669334708,0.418616723,0.370038845,0,0.326955835,0.341824514,0.23682159,0.101010101,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.217341089,0.136378451,0.261166551,0.070822241,0.418832834,0.023622011,0.01005881,0.047350651,0.135837353,0.049374116,0.534567198,0.829796309,0.409385921,0.110817987
SRR11734715,0,0.983764681,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734716,0,0.975660853,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734717,0,0.973544828,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734718,0,0.975080204,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734719,0,0.975142286,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11734720,0,0.975256924,0.669334708,0.417528014,0.369071293,0.202020202,0.326955835,0.341824514,0.20787163,0.575757576,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.216771727,0.039634787,0.142606486,0.070803532,0.330799548,0.016635597,0.015846086,0.032286105,0.252651902,0.038264302,0.406120891,0.827806183,0.521967049,0.071345835
SRR11805812,2.617197623,0.615404923,1,0.125591701,0.10795557,0.707070707,0.006638456,0.598987952,0.072949911,0.476710391,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.083527292,0.265286541,0.403904733,0.044403134,0.56385407,0.023911587,0.04988164,0.083358377,0.10163331,0.122931149,0.882803381,0.618158493,0.296555167,0.612194458
SRR11805813,2.617197623,0.531339646,1,0.125591701,0.10795557,0.707070707,0.006638456,0.598987952,0.072949911,0.476710391,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.083527292,0.265286541,0.403904733,0.044403134,0.56385407,0.023911587,0.04988164,0.083358377,0.10163331,0.122931149,0.882803381,0.618158493,0.296555167,0.612194458
SRR11805814,2.617197623,0.680482685,1,0.125591701,0.10795557,0.707070707,0.006638456,0.598987952,0.072949911,0.476710391,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.083527292,0.265286541,0.403904733,0.044403134,0.56385407,0.023911587,0.04988164,0.083358377,0.10163331,0.122931149,0.882803381,0.618158493,0.296555167,0.612194458
SRR11805815,2.617197623,0.618739308,1,0.125591701,0.10795557,0.707070707,0.006638456,0.598987952,0.072949911,0.476710391,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.083527292,0.265286541,0.403904733,0.044403134,0.56385407,0.023911587,0.04988164,0.083358377,0.10163331,0.122931149,0.882803381,0.618158493,0.296555167,0.612194458
SRR11805816,2.617197623,0.624136808,1,0.125591701,0.10795557,0.707070707,0.006638456,0.598987952,0.072949911,0.476710391,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.083527292,0.265286541,0.403904733,0.044403134,0.56385407,0.023911587,0.04988164,0.083358377,0.10163331,0.122931149,0.882803381,0.618158493,0.296555167,0.612194458
SRR11805817,2.617197623,0.584092869,1,0.125591701,0.10795557,0.707070707,0.006638456,0.598987952,0.072949911,0.476710391,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.083527292,0.265286541,0.403904733,0.044403134,0.56385407,0.023911587,0.04988164,0.083358377,0.10163331,0.122931149,0.882803381,0.618158493,0.296555167,0.612194458
SRR11837213,2.904316142,0.857659724,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837214,2.904316142,0.830069777,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837216,2.904316142,0.835651794,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837300,2.904316142,0.850173194,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837301,2.904316142,0.807037066,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837302,2.904316142,0.825716345,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837370,2.904316142,0.836140871,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837387,2.904316142,0.840940548,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837388,2.904316142,0.84841806,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837389,2.904316142,0.823230737,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837390,2.904316142,0.856303843,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837391,2.904316142,0.866042702,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837428,2.904316142,0.829603244,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837429,2.904316142,0.82402932,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837452,2.904316142,0.835872759,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837453,2.904316142,0.856393292,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837467,2.904316142,0.862518872,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837469,2.904316142,0.839413841,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837470,2.904316142,0.857097259,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837471,2.904316142,0.879247939,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837711,2.904316142,0.860252702,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837712,2.904316142,0.839668297,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR11837737,2.904316142,0.841445108,1,0.297287755,0.303656237,0.649370091,0.006638456,0.598987952,0.193293264,0.502581881,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.17443514,0.120159661,0.07779022,0.236121545,0.21160233,0.088646806,0.018995684,0.049849167,0.183700032,0.091425524,0.393889154,0.634344036,0.307039441,0.452208252
SRR12152375,2.840714903,1.191030731,0.669334708,0.126786301,0.108667533,0.293012952,0.326955835,0.341824514,0.905970076,0.76086937,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.068500081,0.652904128,0.843682012,0.026637004,0.71127972,0.130055661,0.040230737,0.234740262,0.417051316,0.369858315,0.689233788,0.159900692,0.171492761,0.760638888
SRR12152376,2.840714903,1.314025809,0.669334708,0.126786301,0.108667533,0.293012952,0.326955835,0.341824514,0.905970076,0.76086937,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.068500081,0.652904128,0.843682012,0.026637004,0.71127972,0.130055661,0.040230737,0.234740262,0.417051316,0.369858315,0.689233788,0.159900692,0.171492761,0.760638888
SRR12152377,2.840714903,0.82202832,0.669334708,0.126786301,0.108667533,0.293012952,0.326955835,0.341824514,0.905970076,0.76086937,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.068500081,0.652904128,0.843682012,0.026637004,0.71127972,0.130055661,0.040230737,0.234740262,0.417051316,0.369858315,0.689233788,0.159900692,0.171492761,0.760638888
SRR12152378,2.840714903,0.896854652,0.669334708,0.126786301,0.108667533,0.293012952,0.326955835,0.341824514,0.905970076,0.76086937,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.068500081,0.652904128,0.843682012,0.026637004,0.71127972,0.130055661,0.040230737,0.234740262,0.417051316,0.369858315,0.689233788,0.159900692,0.171492761,0.760638888
SRR14085591,1.772487778,0.755726522,0.092471144,0.377436561,0.18664967,0.382017866,0,1,0.098379152,0.737373737,0.557602843,0.497107743,0.194483693,0.213043883,0.440985747,0.459560948,0.133663972,0.410215095,0.491252069,0.091598394,0.742353649,0.100720445,0.010844104,0.259061179,0.066937283,0.118932704,0.744147653,0.404656196,0.177234149,0.264912689
SRR14085592,1.772487778,0.973359857,0.092471144,0.377436561,0.18664967,0.382017866,0,1,0.098379152,0.737373737,0.557602843,0.497107743,0.194483693,0.213043883,0.440985747,0.459560948,0.133663972,0.410215095,0.491252069,0.091598394,0.742353649,0.100720445,0.010844104,0.259061179,0.066937283,0.118932704,0.744147653,0.404656196,0.177234149,0.264912689
SRR14085593,1.772487778,0.953619627,0.092471144,0.377436561,0.18664967,0.382017866,0,1,0.098379152,0.737373737,0.557602843,0.497107743,0.194483693,0.213043883,0.440985747,0.459560948,0.133663972,0.410215095,0.491252069,0.091598394,0.742353649,0.100720445,0.010844104,0.259061179,0.066937283,0.118932704,0.744147653,0.404656196,0.177234149,0.264912689
SRR14085594,1.772487778,0.74864503,0.092471144,0.377436561,0.18664967,0.382017866,0,1,0.098379152,0.737373737,0.557602843,0.497107743,0.194483693,0.213043883,0.440985747,0.459560948,0.133663972,0.410215095,0.491252069,0.091598394,0.742353649,0.100720445,0.010844104,0.259061179,0.066937283,0.118932704,0.744147653,0.404656196,0.177234149,0.264912689
SRR3977438,0,0.833453318,1,0.12638257,0.108801025,0.868686869,0.006638456,0.598987952,0.007032138,0.438857472,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.083749144,0.366738885,0.655003818,0.059068436,0.823049679,0.027848312,0.131892316,0.147273847,0.289323457,0.103194514,0.829700937,0.480874663,0.341737394,0.700655743
SRR3977439,0,0.704948617,1,0.12638257,0.108801025,0.868686869,0.006638456,0.598987952,0.007032138,0.438857472,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.083749144,0.366738885,0.655003818,0.059068436,0.823049679,0.027848312,0.131892316,0.147273847,0.289323457,0.103194514,0.829700937,0.480874663,0.341737394,0.700655743
SRR3979409,0,0.674999201,1,0.12638257,0.108801025,0.868686869,0.006638456,0.598987952,0.007032138,0.438857472,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.083749144,0.366738885,0.655003818,0.059068436,0.823049679,0.027848312,0.131892316,0.147273847,0.289323457,0.103194514,0.829700937,0.480874663,0.341737394,0.700655743
SRR3979410,0,1.065577871,1,0.12638257,0.108801025,0.868686869,0.006638456,0.598987952,0.007032138,0.438857472,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.083749144,0.366738885,0.655003818,0.059068436,0.823049679,0.027848312,0.131892316,0.147273847,0.289323457,0.103194514,0.829700937,0.480874663,0.341737394,0.700655743
SRR4030078,0,0.683706025,1,0.12638257,0.108801025,0.868686869,0.006638456,0.598987952,0.007032138,0.438857472,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.083749144,0.366738885,0.655003818,0.059068436,0.823049679,0.027848312,0.131892316,0.147273847,0.289323457,0.103194514,0.829700937,0.480874663,0.341737394,0.700655743
SRR4030085,0,0.695659134,1,0.12638257,0.108801025,0.868686869,0.006638456,0.598987952,0.007032138,0.438857472,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.083749144,0.366738885,0.655003818,0.059068436,0.823049679,0.027848312,0.131892316,0.147273847,0.289323457,0.103194514,0.829700937,0.480874663,0.341737394,0.700655743
SRR14572917,0,0.929578382,0.569165091,0.13635416,0.129025209,0.202020202,0.18339814,0.690366335,0,0.848484848,0.134597991,0.140950272,0.102625009,0.150343522,0.129172145,0.042749367,0.122017794,0.230334495,0.308993719,0.040631244,0.545168918,0.007319222,0,0.013952195,0.200538003,0.017605484,0.80133835,0.888784107,0.364952571,0.151837818
SRR14699187,0,0.840307369,0.569165091,0.13635416,0.129025209,0.202020202,0.18339814,0.690366335,0,0.848484848,0.134597991,0.140950272,0.102625009,0.150343522,0.129172145,0.042749367,0.122017794,0.230334495,0.308993719,0.040631244,0.545168918,0.007319222,0,0.013952195,0.200538003,0.017605484,0.80133835,0.888784107,0.364952571,0.151837818
SRR14711380,0,0.93411314,0.569165091,0.13635416,0.129025209,0.202020202,0.18339814,0.690366335,0,0.848484848,0.134597991,0.140950272,0.102625009,0.150343522,0.129172145,0.042749367,0.122017794,0.230334495,0.308993719,0.040631244,0.545168918,0.007319222,0,0.013952195,0.200538003,0.017605484,0.80133835,0.888784107,0.364952571,0.151837818
SRR16995637,0.237378673,0.833560064,0.669334708,0.12528199,0.41192666,0,0.326955835,0.341824514,0.123074646,0.757329634,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.196896309,0.480172747,0.877234217,0.4412769,0.838827869,0.06633395,0.012087879,0.147799676,0.337611904,0.135297069,0.688811888,0.023206844,0.069645532,0.651431322
SRR16995638,0.250823203,0.799045484,0.669334708,0.125597232,0.107688584,0.266685839,0.326955835,0.341824514,0.740499873,0.494949495,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.069965806,0.419966205,0.828760944,0.046462406,0.935529209,0.041108735,0.054157905,0.177890733,0.367241705,0.123538457,0.722164636,0.157276794,0.099101348,0.728726534
SRR16995639,0.250823203,0.795716723,0.669334708,0.125597232,0.107688584,0.266685839,0.326955835,0.341824514,0.740499873,0.494949495,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.069965806,0.419966205,0.828760944,0.046462406,0.935529209,0.041108735,0.054157905,0.177890733,0.367241705,0.123538457,0.722164636,0.157276794,0.099101348,0.728726534
SRR16995640,0.250823203,0.768186085,0.669334708,0.125597232,0.107688584,0.266685839,0.326955835,0.341824514,0.740499873,0.494949495,0.451888852,0.212156672,0.641713662,1,1,0.285615848,0.069965806,0.419966205,0.828760944,0.046462406,0.935529209,0.041108735,0.054157905,0.177890733,0.367241705,0.123538457,0.722164636,0.157276794,0.099101348,0.728726534
